"CASE_STATUS","VISA_CLASS","AGENT_REPRESENTING_EMPLOYER","TOTAL_WORKERS","NEW_EMPLOYMENT","CONTINUED_EMPLOYMENT","CHANGE_PREVIOUS_EMPLOYMENT","NEW_CONCURRENT_EMP","CHANGE_EMPLOYER","AMENDED_PETITION","FULL_TIME_POSITION","PREVAILING_WAGE","PW_WAGE_LEVEL","H1B_DEPENDENT","WILLFUL_VIOLATOR","WORKSITE_STATE"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",84240,"Level II","Y","N","GA"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",84157,"Level IV","Y","N","FL"
"CERTIFIED","H-1B","N",1,0,0,0,0,1,0,"Y",78666,"Level II","Y","N","MA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",122990,"Level IV","N","N","PA"
"CERTIFIED","H-1B","N",1,0,0,0,0,0,1,"Y",70658,"Level II","N","N","GA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",113318,"Level II","N","N","WA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",87610,"Level III","N","N","IN"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",77189,"Level I","N","N","TX"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",70949,"Level II","Y","N","VA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",109242,"Level II","N","N","CA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",81266,"Level II","N","N","WA"
"CERTIFIED","H-1B","Y",1,0,0,1,0,0,0,"Y",92810,"Level I","N","N","WA"
"CERTIFIED","H-1B","N",2,0,0,1,0,1,0,"Y",64979,"Level II","Y","N","OH"
"CERTIFIED","H-1B","N",1,0,0,0,0,0,1,"Y",84240,"Level II","Y","N","GA"
"CERTIFIED","H-1B","N",6,0,0,1,0,4,1,"Y",52582,"Level II","Y","N","OH"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",97843,"Level III","N","N","NY"
"CERTIFIED","H-1B","Y",1,0,0,1,0,0,0,"Y",154128,"Level IV","N","N","TX"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",84698,"Level II","N","N","MA"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",93933,"Level II","Y","N","DC"
"CERTIFIED","H-1B","N",1,0,0,0,0,0,1,"Y",69368,"Level II","N","N","MO"
"CERTIFIED","H-1B","N",1,1,0,0,0,0,0,"Y",77189,"Level II","Y","N","OH"
"CERTIFIED","H-1B","N",1,0,0,0,0,1,0,"Y",80704,"Level II","Y","N","MD"
"CERTIFIED","H-1B","N",1,0,1,0,0,0,0,"Y",69930,"Level II","Y","N","TX"
"CERTIFIED","H-1B","N",1,1,0,0,0,0,0,"Y",77542,"Level II","N","N","MN"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",103834,"Level III","Y","N","NJ"
"CERTIFIED","H-1B","N",1,0,0,0,0,1,0,"Y",103064,"Level II","Y","N","CA"
"CERTIFIED","H-1B","Y",1,0,0,1,0,0,0,"Y",75130,"Level I","N","N","NJ"
"CERTIFIED","H-1B","Y",1,1,0,0,0,0,0,"Y",79331,"Level II","Y","N","CA"
"WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",109242,"Level II","N","N","CA"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",142501,"Level IV","N","N","CA"
"CERTIFIED","H-1B","Y",25,0,0,10,0,10,5,"Y",137800,"Level IV","Y","N","CA"
"CERTIFIED","H-1B","N",1,1,0,0,0,0,0,"Y",75587,"Level II","N","N","TX"
"CERTIFIED","H-1B","N",1,0,1,0,0,0,0,"Y",58843,"Level II","N","N","OH"
"CERTIFIED","H-1B","N",1,0,1,0,0,0,0,"Y",79165,"Level II","N","N","PA"
"CERTIFIED","H-1B","N",1,0,0,0,0,0,1,"Y",82410,"Level II","N","N","NJ"
"CERTIFIED","H-1B","N",1,0,0,0,0,1,0,"Y",109242,"Level II","N","N","CA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",87693,"Level II","Y","N","OH"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",77334,"Level III","N","N","TN"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",90771,"Level II","Y","N","CA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",78166,"Level II","N","N","MN"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",84885,"Level II","N","N","CA"
"CERTIFIED","H-1B","N",1,0,0,0,0,0,1,"Y",78666,"Level II","Y","N","MA"
"CERTIFIED","H-1B","N",1,1,0,0,0,0,0,"Y",58220,"Level I","N","N","KY"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",96366,"Level II","Y","N","NJ"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",90646,"Level II","Y","N","PA"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",77314,"Level II","N","N","NJ"
"CERTIFIED","H-1B","N",1,1,0,0,0,0,0,"Y",45573,"Level II","N","N","TX"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",62442,"Level II","Y","N","OH"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",90646,"Level II","Y","N","PA"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",76523,"Level II","Y","N","AR"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",76648,"Level II","N","N","CA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",96366,"Level II","N","N","NY"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",109242,"Level II","Y","N","CA"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",93163,"Level III","Y","N","MN"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",106558,"Level IV","Y","N","MA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",104790,"Level III","N","N","GA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",90646,"Level II","Y","N","PA"
"CERTIFIED","H-1B","Y",1,1,0,0,0,0,0,"Y",74776,"Level II","Y","N","MA"
"CERTIFIED","H-1B","N",1,1,0,0,0,0,0,"Y",93101,"Level III","Y","N","PA"
"CERTIFIED","H-1B","N",2,0,0,0,0,2,0,"Y",88670,"Level II","Y","N","NC"
"CERTIFIED","H-1B","N",1,0,0,0,0,0,1,"Y",72779,"Level II","Y","N","PA"
"CERTIFIED","H-1B","N",1,0,0,0,0,1,0,"Y",93933,"Level II","Y","N","VA"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",92602,"Level III","Y","N","MO"
"CERTIFIED","H-1B","N",1,0,0,0,0,0,1,"Y",72779,"Level II","Y","N","PA"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",81266,"Level II","Y","N","AZ"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",132184,"Level III","Y","N","CA"
"CERTIFIED","H-1B","N",1,0,1,0,0,0,0,"Y",84240,"Level II","Y","N","GA"
"CERTIFIED","H-1B","Y",1,0,0,1,0,0,0,"Y",93642,"Level II","Y","N","NJ"
"CERTIFIED","H-1B","N",3,0,1,0,0,1,1,"Y",117624,"Level III","Y","N","NY"
"CERTIFIED","H-1B","N",3,0,1,0,0,1,1,"Y",61589,"Level II","Y","N","IL"
"CERTIFIED","H-1B","N",1,0,0,1,0,0,0,"Y",76523,"Level II","Y","N","AR"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",90563,"Level III","N","N","IL"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",116542,"Level III","N","N","CA"
"CERTIFIED","H-1B","Y",1,1,0,0,0,0,0,"Y",70907,"Level I","N","N","MD"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",79581,"Level III","Y","N","IL"
"CERTIFIED","H-1B","N",1,0,0,1,0,0,0,"Y",73050,"Level III","N","N","TX"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",155106,"Level IV","N","N","CA"
"CERTIFIED","H-1B","N",1,0,0,0,0,1,0,"Y",79851,"Level II","N","N","NY"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",110178,"Level IV","N","N","FL"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",83034,"Level IV","N","N","FL"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",141898,"Level III","N","N","CA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",89024,"Level III","N","N","NE"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",201094,"Level III","N","N","CA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",92394,"Level I","N","N","NY"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",102648,"Level II","N","N","MD"
"CERTIFIED","H-1B","Y",10,2,2,2,0,2,2,"Y",141773,"Level IV","N","N","CA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",96658,"Level III","Y","N","IL"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",109886,"Level III","N","N","TX"
"CERTIFIED","H-1B","N",1,0,0,0,0,1,0,"Y",96096,"Level IV","Y","N","FL"
"CERTIFIED","H-1B","N",1,0,0,0,0,1,0,"Y",114899,"Level IV","Y","N","TX"
"CERTIFIED","H-1B","N",1,0,0,0,0,1,0,"Y",86112,"Level II","Y","N","CA"
"CERTIFIED","H-1B","N",1,0,1,0,0,0,0,"Y",81162,"Level II","Y","N","CO"
"CERTIFIED","H-1B","N",1,0,0,0,0,1,0,"Y",77667,"Level II","Y","N","MO"
"CERTIFIED","H-1B","N",1,0,0,0,0,1,0,"Y",80850,"Level II","Y","N","TX"
"CERTIFIED","H-1B","N",1,0,0,0,0,1,0,"Y",67538,"Level II","Y","N","WI"
"CERTIFIED","H-1B","N",1,0,1,0,0,0,0,"Y",80850,"Level II","Y","N","TX"
"CERTIFIED","H-1B","N",1,1,0,0,0,0,0,"Y",64314,"Level I","Y","N","CO"
"CERTIFIED","H-1B","N",1,0,0,0,0,1,0,"Y",97344,"Level III","Y","N","RI"
"CERTIFIED","H-1B","N",1,0,0,0,0,1,0,"Y",94016,"Level III","Y","N","CA"
"CERTIFIED","H-1B","N",1,0,1,0,0,0,0,"Y",97864,"Level III","Y","N","TX"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",136219,"Level III","N","N","NY"
"CERTIFIED","H-1B","Y",10,0,0,0,0,0,10,"Y",63710,"Level I","N","N","GA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",46890,"Level I","N","N","MS"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",93954,"Level III","N","N","MI"
"CERTIFIED","H-1B","N",1,0,1,0,0,0,0,"Y",87693,"Level II","Y","N","OH"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",81224,"Level II","N","N","MD"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",121077,"Level II","Y","N","CA"
"CERTIFIED","H-1B","N",1,0,0,0,0,0,1,"Y",78624,"Level II","Y","N","WA"
"CERTIFIED","H-1B","Y",1,1,0,0,0,0,0,"Y",71032,"Level II","N","N","MA"
"CERTIFIED","H-1B","N",1,1,0,0,0,0,0,"Y",63648,"Level II","N","N","MD"
"CERTIFIED","H-1B","Y",1,1,0,0,0,0,0,"Y",81286,"Level III","Y","N","NY"
"CERTIFIED","H-1B","N",1,0,1,0,0,0,0,"Y",43472,"Level I","N","N","MD"
"CERTIFIED","H-1B","Y",1,1,0,0,0,0,0,"Y",138840,"Level II","Y","N","CA"
"CERTIFIED","H-1B","N",1,1,0,0,0,0,0,"Y",91936,"Level III","Y","N","OH"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",96762,"Level II","Y","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",58136,"Level I","Y","N","MO"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",64418,"Level I","Y","N","MO"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",119350,"Level II","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",70491,"Level I","Y","N","CO"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",46634,"Level I","Y","N","FL"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,0,1,"Y",92248,"Level II","N","N","VA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",69638,"Level I","N","N","VA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",50856,"Level I","N","N","IL"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",43014,"Level I","Y","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",45011,"Level I","Y","N","TX"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",58032,"Level I","Y","N","IL"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",58115,"Level I","Y","N","MA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",42390,"Level I","Y","N","FL"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",44346,"Level I","Y","N","OH"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",46842,"Level I","Y","N","IL"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",41683,"Level I","Y","N","NY"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",57616,"Level I","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",56888,"Level I","Y","N","NJ"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",54371,"Level II","Y","N","SC"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",58032,"Level I","Y","N","NJ"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",68931,"Level II","N","N","IL"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,0,1,"Y",74984,"Level II","Y","N","MN"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",101109,"Level III","N","N","IL"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",71115,"Level II","N","N","IL"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",137550,"Level III","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",99029,"Level I","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",159099,"Level II","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",85592,"Level II","N","N","VA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",41725,"Level I","N","N","MO"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",36442,"Level I","N","N","TX"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",48755,"Level I","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",83304,"Level II","N","N","VA"
"CERTIFIED-WITHDRAWN","H-1B","Y",5,5,0,0,0,0,0,"Y",43722,"Level I","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",65749,"Level I","N","N","NY"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,1,0,0,0,0,"Y",54330,"Level II","N","N","MO"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",74069,"Level II","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",68390,"Level I","N","N","MA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",52686,"Level I","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",48859,"Level I","N","N","NY"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",109574,"Level III","N","N","TX"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",46530,"Level I","N","N","MD"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",57762,"Level I","N","N","IL"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",71739,"Level IV","N","N","IL"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",56618,"Level I","N","N","NC"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",109283,"Level IV","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",90813,"Level II","N","N","NY"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,0,1,"Y",142938,"Level III","Y","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",58573,"Level II","N","N","VA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",97739,"Level IV","N","N","MN"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,0,1,"Y",108805,"Level II","Y","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",101525,"Level II","N","N","DC"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",114795,"Level IV","N","N","UT"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",122533,"Level II","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",101525,"Level II","N","N","DC"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",101525,"Level II","N","N","DC"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,1,0,0,0,"Y",44325,"Level II","N","N","IL"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,1,0,0,0,0,"Y",57928,"Level I","Y","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,0,0,1,0,"Y",21528,"Level I","N","N","MO"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",107744,"Level IV","N","N","IL"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,0,1,"Y",94182,"Level II","N","N","VA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",115877,"Level IV","N","N","CT"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",153774,"Level IV","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,1,0,0,0,"Y",61402,"Level II","N","N","VA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",129605,"Level III","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,0,1,"Y",109325,"Level II","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,0,1,"Y",90002,"Level II","N","N","TX"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",36296,"Level II","N","N","IL"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,0,1,"Y",92019,"Level II","N","N","VA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",92622,"Level II","N","N","TX"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",127878,"Level IV","N","N","NY"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",142168,"Level IV","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",155147,"Level IV","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",107390,"Level III","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",83366,"Level II","N","N","IL"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,0,0,0,1,"Y",60653,"Level I","Y","N","IL"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,0,0,0,1,"Y",75982,"Level I","Y","N","TN"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",66976,"Level I","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,0,0,1,0,"Y",73278,"Level II","Y","N","AZ"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,1,0,0,0,0,"Y",73278,"Level II","Y","N","AZ"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,1,0,0,0,0,"Y",47563,"Level II","N","N","CO"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,1,0,0,0,0,"Y",64230,"Level I","Y","N","MA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,1,0,0,0,0,"Y",64230,"Level I","Y","N","MA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,1,0,0,0,0,"Y",54725,"Level I","Y","N","IA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,0,0,0,1,"Y",75525,"Level II","Y","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",57325,"Level I","N","N","NJ"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",78666,"Level II","N","N","WA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",48110,"Level I","N","N","NY"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",83366,"Level II","N","N","IL"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",79165,"Level I","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",79165,"Level I","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",73590,"Level II","N","N","NY"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",76918,"Level I","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",65395,"Level I","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",40747,"Level II","N","N","DC"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",149614,"Level II","N","N","NY"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",41371,"Level I","N","N","NY"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,1,0,0,0,"Y",32302,"Level II","N","N","TX"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",63274,"Level I","N","N","NY"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,0,0,0,1,"Y",46405,"Level I","Y","N","TN"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",267093,"Level IV","N","N","OH"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",71510,"Level I","N","N","NJ"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",65395,"Level I","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,0,0,0,1,"Y",79186,"Level II","Y","N","MA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,1,0,0,0,0,"Y",60445,"Level II","Y","N","TN"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,1,0,0,0,0,"Y",64230,"Level I","Y","N","MA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",41579,"Level I","N","N","CT"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",37482,"Level I","N","N","WI"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",101816,"Level III","Y","N","MD"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,1,0,0,0,"Y",111030,"Level III","Y","N","CA"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",73944,"Level II","Y","N","GA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,1,0,0,0,0,"Y",60653,"Level I","Y","N","IL"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",45594,"Level II","N","N","WI"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",110864,"Level II","N","N","CA"
"CERTIFIED","H-1B","Y",1,0,0,1,0,0,0,"Y",93933,"Level II","N","N","DC"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",127837,"Level IV","N","N","OH"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,0,0,0,1,"Y",71448,"Level II","Y","N","IL"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,1,0,0,0,"Y",119558,"Level IV","N","N","CO"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,0,0,0,1,"Y",79186,"Level II","Y","N","MA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,0,0,1,0,"Y",86653,"Level II","Y","N","NY"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",79061,"Level I","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",109325,"Level II","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,1,0,0,0,0,"Y",79186,"Level II","Y","N","MA"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",77938,"Level IV","N","N","FL"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,1,0,0,0,"Y",96179,"Level IV","N","N","VA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,1,0,0,0,0,"Y",73278,"Level II","Y","N","AZ"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,1,0,0,0,0,"Y",73278,"Level II","Y","N","AZ"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,1,0,0,0,0,"Y",75525,"Level II","Y","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,0,1,"Y",135283,"Level IV","N","N","NJ"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,0,1,"Y",59696,"Level I","N","N","TX"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",67413,"Level II","Y","N","NJ"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,0,0,1,0,"Y",73819,"Level II","Y","N","FL"
