"CASE_STATUS","VISA_CLASS","AGENT_REPRESENTING_EMPLOYER","TOTAL_WORKERS","NEW_EMPLOYMENT","CONTINUED_EMPLOYMENT","CHANGE_PREVIOUS_EMPLOYMENT","NEW_CONCURRENT_EMP","CHANGE_EMPLOYER","AMENDED_PETITION","FULL_TIME_POSITION","PREVAILING_WAGE","PW_WAGE_LEVEL","H1B_DEPENDENT","WILLFUL_VIOLATOR","WORKSITE_STATE"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",93496,"Level II","Y","N","WA"
"CERTIFIED","E-3 Australian","Y",1,1,0,0,0,0,0,"Y",55910,"Level I","N","N","FL"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",85925,"Level II","Y","N","MO"
"CERTIFIED","H-1B","N",1,0,0,1,0,0,0,"Y",99674,"Level III","Y","N","VA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",155106,"Level IV","N","N","CA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",132184,"Level III","N","N","CA"
"CERTIFIED","H-1B","Y",1,0,0,1,0,0,0,"Y",108555,"Level IV","N","N","GA"
"CERTIFIED","H-1B","N",1,0,1,0,0,0,0,"Y",80704,"Level II","Y","N","MI"
"CERTIFIED","H-1B","N",1,0,0,0,0,0,1,"Y",93018,"Level IV","Y","N","PA"
"CERTIFIED","H-1B","N",1,1,0,0,0,0,0,"Y",46280,"Level I","N","N","MI"
"CERTIFIED","H-1B","Y",1,1,0,0,0,0,0,"Y",130146,"Level IV","N","N","OH"
"CERTIFIED","H-1B","N",1,1,0,0,0,0,0,"Y",96366,"Level II","Y","N","NJ"
"CERTIFIED","H-1B","N",1,0,0,0,0,1,0,"Y",89274,"Level II","Y","N","AR"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",87173,"Level II","Y","N","CO"
"CERTIFIED","H-1B","N",6,1,1,1,1,1,1,"Y",78728,"Level III","Y","N","OH"
"CERTIFIED","H-1B","N",6,1,1,1,1,1,1,"Y",94058,"Level III","Y","N","MN"
"CERTIFIED","H-1B","N",6,1,1,1,1,1,1,"Y",72779,"Level II","Y","N","PA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",114358,"Level IV","Y","N","NC"
"CERTIFIED","H-1B","N",1,0,1,0,0,0,0,"Y",75234,"Level II","Y","N","WI"
"CERTIFIED","H-1B","N",1,0,1,0,0,0,0,"Y",96366,"Level II","Y","N","NJ"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",117624,"Level III","N","N","NY"
"CERTIFIED","H-1B","Y",1,0,0,1,0,0,0,"Y",38043,"Level I","N","N","NC"
"CERTIFIED","H-1B","Y",1,0,0,1,0,0,0,"Y",99029,"Level III","N","N","NC"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",157706,"Level IV","N","N","CA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",116938,"Level IV","N","N","NC"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",122283,"Level IV","N","N","MA"
"CERTIFIED","H-1B","N",1,1,0,0,0,0,0,"Y",63648,"Level II","N","N","MD"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",154315,"Level IV","N","N","WA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,1,0,0,0,0,"Y",70824,"Level I","N","N","WA"
"CERTIFIED","H-1B","Y",25,5,3,3,0,3,11,"Y",71802,"Level II","Y","N","TX"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",107640,"Level III","N","N","OR"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",105435,"Level III","N","N","TX"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",118456,"Level II","Y","N","CA"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",249288,"Level IV","N","N","ME"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",86590,"Level II","Y","N","DC"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",69139,"Level II","N","N","DC"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",99112,"Level III","N","N","IL"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",69139,"Level II","N","N","DC"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",71594,"Level II","N","N","TX"
"CERTIFIED","H-1B","Y",1,1,0,0,0,0,0,"Y",81813,"Level II","N","N","NJ"
"WITHDRAWN","H-1B","Y",1,0,0,0,0,0,1,"Y",71718,"Level II","N","N","AZ"
"WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",85426,"Level II","N","N","NC"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",84282,"Level II","N","N","VA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",155106,"Level IV","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,1,0,0,0,"Y",75338,"Level II","N","N","IN"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",80704,"Level II","N","N","MD"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",112403,"Level IV","N","N","IL"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",97843,"Level III","Y","N","NY"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",90397,"Level III","N","N","GA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",76523,"Level II","N","N","AR"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",79206,"Level IV","N","N","AR"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",118726,"Level IV","N","N","NC"
"CERTIFIED","H-1B","N",1,0,0,0,0,0,1,"Y",77522,"Level I","Y","N","CA"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",93746,"Level II","Y","N","NJ"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",101379,"Level III","N","N","CA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",91416,"Level II","N","N","NC"
"CERTIFIED","H-1B","N",1,0,0,0,0,0,1,"Y",75858,"Level II","Y","N","PA"
"CERTIFIED","H-1B","N",1,0,0,0,0,0,1,"Y",80704,"Level II","Y","N","MD"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",102170,"Level III","N","N","DE"
"CERTIFIED","H-1B","Y",10,0,0,0,0,10,0,"Y",88670,"Level II","N","N","NC"
"CERTIFIED","H-1B","N",1,0,0,0,0,0,1,"Y",75254,"Level II","Y","N","NJ"
"CERTIFIED","H-1B","Y",10,0,0,0,0,10,0,"Y",105893,"Level III","N","N","NC"
"CERTIFIED","H-1B","N",1,1,0,0,0,0,0,"Y",73632,"Level IV","N","N","CO"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",125320,"Level IV","N","N","GA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",64834,"Level I","N","N","PA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",80621,"Level I","N","N","WA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",117853,"Level IV","N","N","DE"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",106704,"Level IV","N","N","OH"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",198099,"Level III","N","N","CA"
"CERTIFIED","H-1B","N",1,0,1,0,0,0,0,"Y",64438,"Level II","N","N","NY"
"CERTIFIED","H-1B","N",1,1,0,0,0,0,0,"Y",40893,"Level I","N","N","OH"
"WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",88566,"Level IV","N","N","MO"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",135574,"Level III","N","N","NY"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",78166,"Level II","N","N","MN"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",116106,"Level II","N","N","MN"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",85467,"Level II","N","N","TX"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",106704,"Level IV","N","N","OH"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",86674,"Level II","N","N","OR"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",121077,"Level II","N","N","CA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",93059,"Level II","Y","N","MD"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",168189,"Level II","N","N","CA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",126235,"Level IV","N","N","TX"
"CERTIFIED","H-1B","Y",1,1,0,0,0,0,0,"Y",113318,"Level II","N","N","WA"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",79934,"Level II","N","N","NY"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",118747,"Level IV","N","N","MD"
"CERTIFIED","H-1B","Y",10,0,10,0,0,0,0,"Y",96658,"Level III","N","N","IL"
"CERTIFIED","H-1B","N",1,0,1,0,0,0,0,"Y",85925,"Level II","Y","N","MO"
"CERTIFIED","H-1B","Y",10,0,0,0,0,0,10,"Y",76170,"Level II","N","N","FL"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",117624,"Level IV","N","N","NY"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",80850,"Level II","N","N","TX"
"CERTIFIED","H-1B","N",1,0,0,1,0,0,0,"Y",80850,"Level II","Y","N","TX"
"CERTIFIED","H-1B","N",1,0,1,0,0,0,0,"Y",82430,"Level II","Y","N","CT"
"CERTIFIED","H-1B","N",1,0,1,0,0,0,0,"Y",76502,"Level II","Y","N","IL"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",147597,"Level III","Y","Y","CA"
"CERTIFIED","H-1B","N",1,1,0,0,0,0,0,"Y",74318,"Level II","Y","N","CA"
"CERTIFIED","H-1B","N",1,0,0,1,0,0,0,"Y",82909,"Level II","Y","N","CT"
"CERTIFIED","H-1B","N",1,0,1,0,0,0,0,"Y",101150,"Level III","Y","N","TX"
"CERTIFIED","H-1B","N",1,0,1,0,0,0,0,"Y",114754,"Level III","Y","N","NY"
"CERTIFIED","H-1B","N",1,1,0,0,0,0,0,"Y",67538,"Level II","Y","N","WI"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",93371,"Level III","Y","Y","RI"
"CERTIFIED","H-1B","N",1,0,1,0,0,0,0,"Y",83262,"Level III","Y","N","MO"
"CERTIFIED","H-1B","N",1,0,1,0,0,0,0,"Y",83138,"Level II","Y","N","NJ"
"CERTIFIED","H-1B","N",1,0,0,0,0,0,1,"Y",93538,"Level II","N","N","TX"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",76918,"Level II","Y","N","NC"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",155106,"Level IV","Y","N","CA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",77688,"Level II","N","N","NV"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",86590,"Level II","Y","N","VA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",176010,"Level II","N","N","OH"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",53102,"Level II","N","N","IL"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",107370,"Level III","N","N","OR"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",85134,"Level II","N","N","IL"
"CERTIFIED","H-1B","Y",1,0,0,1,0,0,0,"Y",113318,"Level II","N","N","WA"
"CERTIFIED","H-1B","N",1,1,0,0,0,0,0,"Y",55139,"Level II","N","N","MN"
"CERTIFIED","H-1B","N",1,0,1,0,0,0,0,"Y",45614,"Level III","N","N","FL"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",96366,"Level II","Y","N","NJ"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",102398,"Level IV","N","N","FL"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",96336,"Level II","Y","N","NJ"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",111571,"Level IV","N","N","NC"
"CERTIFIED","H-1B","Y",1,0,0,1,0,0,0,"Y",95638,"Level II","N","N","CA"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",117624,"Level III","N","N","NY"
"CERTIFIED","H-1B","N",1,0,0,0,0,0,1,"Y",99174,"Level II","Y","N","CA"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",123115,"Level IV","Y","N","SC"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",105893,"Level III","Y","N","SC"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",93059,"Level II","Y","N","MD"
"CERTIFIED","H-1B","N",1,0,0,0,0,0,1,"Y",74048,"Level II","Y","N","WA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",87173,"Level II","Y","N","CO"
"CERTIFIED","H-1B","Y",1,0,0,1,0,0,0,"Y",69930,"Level III","N","N","VT"
"CERTIFIED","H-1B","N",1,0,1,0,0,0,0,"Y",81307,"Level II","Y","N","CA"
"CERTIFIED","H-1B","N",1,0,1,0,0,0,0,"Y",76357,"Level II","Y","N","FL"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",132184,"Level III","N","N","CA"
"CERTIFIED","H-1B","N",1,0,1,0,0,0,0,"Y",78978,"Level II","Y","N","NJ"
"CERTIFIED","H-1B","Y",3,0,3,0,0,0,0,"Y",94640,"Level III","N","N","WA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",103501,"Level III","N","N","MA"
"CERTIFIED","H-1B","Y",10,0,0,0,0,0,10,"Y",96366,"Level II","N","N","NY"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",80704,"Level II","Y","N","MD"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",84386,"Level III","Y","N","NY"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",99736,"Level II","Y","N","NY"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",89523,"Level III","N","N","AZ"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",117853,"Level IV","N","N","DE"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",113589,"Level IV","N","N","MA"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",57179,"Level I","N","N","SC"
"CERTIFIED","H-1B","N",1,0,0,0,0,0,1,"Y",108555,"Level IV","Y","N","GA"
"CERTIFIED","H-1B","Y",3,0,0,0,0,0,3,"Y",72904,"Level II","N","N","CA"
"CERTIFIED","H-1B","N",1,0,0,1,0,0,0,"Y",60632,"Level III","N","N","CA"
"CERTIFIED","H-1B","N",1,1,0,0,0,0,0,"Y",50731,"Level II","N","N","MA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",99736,"Level II","N","N","NY"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",40920,"Level I","N","N","UT"
"CERTIFIED","H-1B","N",1,0,0,0,0,1,0,"Y",85925,"Level II","Y","N","MO"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",100339,"Level III","Y","N","VA"
"CERTIFIED","H-1B","Y",2,0,0,0,0,2,0,"Y",121077,"Level II","Y","N","CA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",208000,"Level II","N","N","PA"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",121077,"Level II","N","N","CA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",124280,"Level IV","N","N","OR"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",78478,"Level II","N","N","MI"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",122304,"Level IV","N","N","PA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",43930,"Level II","N","N","NV"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",84698,"Level II","Y","N","MA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",93746,"Level II","Y","N","NJ"
"CERTIFIED","H-1B","Y",1,0,0,1,0,0,0,"Y",71698,"Level III","Y","N","WI"
"CERTIFIED","H-1B","N",1,0,0,0,0,0,1,"Y",80517,"Level II","Y","N","VA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",120307,"Level III","Y","N","WA"
"CERTIFIED","H-1B","N",1,0,1,0,0,0,0,"Y",50794,"Level I","N","N","AR"
"CERTIFIED","H-1B","N",1,0,1,0,0,0,0,"Y",109242,"Level II","Y","N","CA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",39686,"Level I","N","N","GU"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",39686,"Level I","N","N","GU"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",39686,"Level I","N","N","GU"
"CERTIFIED","H-1B","Y",1,1,0,0,0,0,0,"Y",272563,"Level IV","N","N","GU"
"CERTIFIED","H-1B","Y",1,1,0,0,0,0,0,"Y",272563,"Level IV","N","N","GU"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",39686,"Level I","N","N","GU"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",39686,"Level I","N","N","GU"
"CERTIFIED","H-1B","N",1,0,0,0,0,0,1,"Y",122928,"Level II","Y","N","OH"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",138861,"Level IV","N","N","NJ"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",67621,"Level I","N","N","OH"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",96366,"Level II","Y","N","NJ"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",87693,"Level II","N","N","OH"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",105893,"Level III","N","N","NC"
"CERTIFIED","H-1B","Y",25,5,5,5,0,5,5,"Y",125653,"Level IV","N","N","CA"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",78187,"Level II","Y","N","OR"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",109886,"Level III","N","N","TX"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",141898,"Level III","N","N","CA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",49234,"Level II","N","N","OH"
"CERTIFIED","H-1B","N",1,0,1,0,0,0,0,"Y",49690,"Level I","N","N","OH"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",97464,"Level II","N","N","NJ"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",194646,"Level IV","N","N","TN"
"CERTIFIED","H-1B","N",1,0,0,1,0,0,0,"Y",49570,"Level II","N","N","TX"
"CERTIFIED","H-1B","Y",1,1,0,0,0,0,0,"Y",62440,"Level I","N","N","TX"
"WITHDRAWN","H-1B","Y",1,0,0,0,0,0,1,"Y",96366,"Level II","N","N","NY"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",111280,"Level III","N","N","CA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",96366,"Level II","N","N","NY"
"CERTIFIED","H-1B","Y",10,1,3,1,0,2,3,"Y",77189,"Level II","N","N","IL"
"DENIED","H-1B","N",1,0,0,0,0,0,1,"Y",85134,"Level II","Y","N","IL"
"CERTIFIED","H-1B","Y",2,0,0,0,0,0,2,"Y",138091,"Level III","N","N","CA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",82368,"Level II","N","N","NY"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,0,0,1,0,"Y",93933,"Level II","Y","N","VA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",104790,"Level III","Y","N","GA"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",99466,"Level II","N","N","TX"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",138861,"Level IV","N","N","NY"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",117042,"Level IV","N","N","NJ"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",111550,"Level II","N","N","AZ"
"CERTIFIED","H-1B","Y",1,0,0,1,0,0,0,"Y",133702,"Level II","N","N","WA"
"CERTIFIED","H-1B","N",1,1,0,0,0,0,0,"Y",51230,"Level I","N","N","UT"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",87610,"Level II","Y","N","PA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",43701,"Level I","N","N","TX"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",144518,"Level IV","N","N","NY"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",131997,"Level II","N","N","CA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",132184,"Level III","N","N","CA"
"CERTIFIED","H-1B","N",1,0,0,0,0,0,1,"Y",48568,"Level II","N","N","OH"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",109886,"Level IV","N","N","TX"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",105227,"Level III","N","N","NY"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",138091,"Level III","N","N","CA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",105414,"Level III","N","N","CT"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",44096,"Level I","N","N","MI"
"CERTIFIED","H-1B","N",1,1,0,0,0,0,0,"Y",67080,"Level I","N","N","NJ"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",93933,"Level II","Y","N","DC"
"CERTIFIED","H-1B","N",1,0,0,0,0,0,1,"Y",91645,"Level III","Y","N","FL"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",104520,"Level II","N","N","IL"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",102586,"Level IV","N","N","CA"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",141898,"Level III","N","N","CA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",77022,"Level II","N","N","CA"
"CERTIFIED","H-1B","N",1,0,1,0,0,0,0,"Y",47050,"Level II","N","N","TX"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",116854,"Level IV","N","N","TX"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",76294,"Level II","N","N","MA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,1,0,0,0,0,"Y",52957,"Level I","N","N","MO"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",101941,"Level III","N","N","WA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",127837,"Level IV","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",98342,"Level I","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",120349,"Level II","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",108992,"Level II","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",42848,"Level I","N","N","IL"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",65187,"Level I","N","N","NY"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",68931,"Level II","N","N","IL"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",68931,"Level II","N","N","IL"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",47445,"Level I","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,1,0,0,0,"Y",98613,"Level III","N","N","WA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",40394,"Level I","N","N","DC"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",41725,"Level I","N","N","PA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",105664,"Level III","N","N","NC"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",72717,"Level I","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",65749,"Level I","N","N","NY"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,1,0,0,0,"Y",60736,"Level II","N","N","NY"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",69056,"Level II","N","N","GA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",102149,"Level I","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",66518,"Level I","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",66518,"Level I","N","N","VA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",65749,"Level I","N","N","NY"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",124675,"Level II","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",64875,"Level II","N","N","TX"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,0,0,0,1,"Y",65146,"Level II","N","N","NY"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,1,0,0,0,0,"Y",27643,"Level I","N","N","WI"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,0,0,0,1,"Y",71885,"Level IV","N","N","VA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",108992,"Level IV","N","N","NY"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,1,0,0,0,0,"Y",66960,"Level I","N","N","NJ"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",87963,"Level IV","N","N","WV"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",160597,"Level II","N","N","IL"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,1,0,0,0,0,"Y",51875,"Level I","N","N","MA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",82098,"Level II","N","N","GA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",79997,"Level II","N","N","NC"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",101275,"Level III","N","N","NJ"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",155147,"Level IV","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",96325,"Level II","N","N","CA"
